Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
29,Research & Development,9,Bachelor,Life Sciences,1,High,Male,Very High,Research Scientist,High,2451,Excellent,Low,Good,No,26-35
33,Sales,8,Master,Life Sciences,1,Low,Male,High,Sales Executive,Low,6392,Excellent,Very High,Bad,No,26-35
30,Sales,1,Bachelor,Life Sciences,1,Medium,Male,Medium,Sales Executive,Low,9714,Excellent,Very High,Better,Yes,26-35
38,Human Resources,10,Master,Human Resources,1,High,Male,High,Human Resources,High,6077,Excellent,High,Better,No,36-45
35,Research & Development,1,Bachelor,Medical,1,High,Male,Medium,Laboratory Technician,Low,2450,Excellent,Medium,Better,No,36-45
30,Sales,29,Master,Technical Degree,1,High,Male,High,Sales Executive,Medium,9250,Excellent,Medium,Better,No,26-35
35,Research & Development,2,Bachelor,Life Sciences,1,Low,Female,High,Laboratory Technician,Low,2074,Excellent,Very High,Better,Yes,36-45
53,Research & Development,2,Doctor,Technical Degree,1,High,Female,Medium,Manufacturing Director,Very High,10169,Excellent,Medium,Better,Yes,46-55
38,Research & Development,2,Bachelor,Medical,1,High,Male,High,Manufacturing Director,Medium,4855,Excellent,Low,Better,Yes,36-45
32,Research & Development,1,Master,Technical Degree,1,High,Male,High,Research Scientist,Low,4087,Excellent,Medium,Good,No,26-35
48,Research & Development,15,Master,Other,1,High,Female,High,Research Scientist,Low,2367,Excellent,Very High,Good,No,46-55
34,Research & Development,7,Master,Medical,1,Low,Male,High,Research Scientist,Very High,2972,Excellent,High,Bad,No,26-35
55,Sales,26,Doctor,Marketing,1,High,Male,Medium,Manager,Very High,19586,Outstanding,High,Better,No,56-65
34,Research & Development,1,Master,Life Sciences,1,Medium,Male,High,Research Scientist,Very High,5484,Excellent,Medium,Good,No,26-35
26,Research & Development,3,Bachelor,Life Sciences,1,Low,Female,High,Research Scientist,Very High,2061,Outstanding,Low,Better,No,26-35
38,Sales,14,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Medium,9924,Excellent,Very High,Better,No,36-45
38,Sales,16,Bachelor,Life Sciences,1,Medium,Female,High,Sales Executive,Medium,4198,Excellent,Medium,Best,No,36-45
36,Sales,1,Master,Life Sciences,1,Medium,Female,High,Sales Executive,High,6815,Excellent,Low,Better,No,36-45
29,Research & Development,3,Below College,Medical,1,Medium,Male,High,Laboratory Technician,Low,4723,Excellent,Very High,Better,No,26-35
35,Research & Development,10,Master,Medical,1,Low,Female,High,Healthcare Representative,High,6142,Excellent,High,Better,No,36-45
39,Sales,6,Bachelor,Medical,1,High,Male,Very High,Sales Executive,High,8237,Excellent,Low,Better,No,36-45
29,Research & Development,2,Below College,Life Sciences,1,Low,Male,High,Healthcare Representative,Very High,8853,Excellent,Very High,Best,No,26-35
50,Sales,9,Bachelor,Marketing,1,High,Male,High,Manager,High,19331,Excellent,High,Better,No,46-55
23,Research & Development,10,Bachelor,Technical Degree,1,High,Male,Very High,Research Scientist,High,2073,Excellent,Very High,Better,No,18-25
36,Research & Development,6,Master,Life Sciences,1,Low,Male,Very High,Laboratory Technician,Low,5562,Excellent,Very High,Better,No,36-45
42,Research & Development,9,College,Other,1,High,Male,Medium,Manager,Very High,19613,Outstanding,Very High,Better,No,36-45
35,Research & Development,28,Bachelor,Life Sciences,1,Medium,Male,Very High,Laboratory Technician,High,3407,Excellent,Very High,Good,No,36-45
34,Research & Development,10,Master,Technical Degree,1,High,Male,Medium,Healthcare Representative,High,5063,Excellent,Medium,Good,No,26-35
40,Sales,14,College,Life Sciences,1,High,Female,High,Sales Executive,Low,4639,Excellent,High,Better,No,36-45
43,Research & Development,27,Bachelor,Technical Degree,1,High,Male,Very High,Laboratory Technician,Medium,4876,Excellent,High,Better,No,36-45
35,Research & Development,7,College,Life Sciences,1,High,Male,Medium,Laboratory Technician,Very High,2690,Excellent,Very High,Good,No,36-45
46,Sales,1,Master,Life Sciences,1,High,Male,Very High,Manager,Low,17567,Excellent,Medium,Bad,No,46-55
28,Research & Development,24,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Medium,2408,Excellent,High,Better,Yes,26-35
22,Research & Development,26,College,Other,1,Medium,Female,Medium,Research Scientist,High,2814,Excellent,Medium,Good,No,18-25
50,Research & Development,20,Doctor,Medical,1,Medium,Male,High,Healthcare Representative,High,11245,Excellent,High,Better,No,46-55
32,Research & Development,5,Master,Other,1,Medium,Female,Very High,Research Scientist,Very High,3312,Excellent,Very High,Better,No,26-35
44,Research & Development,7,Bachelor,Medical,1,Medium,Female,High,Research Director,Very High,19049,Excellent,Very High,Good,No,36-45
30,Research & Development,7,Bachelor,Medical,1,Medium,Male,Medium,Research Scientist,Medium,2141,Excellent,Medium,Good,No,26-35
45,Research & Development,5,Doctor,Medical,1,High,Female,Low,Laboratory Technician,Low,5769,Excellent,Low,Better,No,46-55
45,Sales,26,Bachelor,Marketing,1,Low,Male,Medium,Sales Executive,Low,4385,Excellent,Low,Better,No,46-55
31,Sales,2,Master,Other,1,High,Male,High,Sales Executive,Low,5332,Excellent,Very High,Better,No,26-35
36,Research & Development,12,Master,Life Sciences,1,High,Female,High,Manufacturing Director,High,4663,Excellent,Medium,Better,No,36-45
34,Research & Development,10,Master,Life Sciences,1,High,Male,Very High,Manufacturing Director,Very High,4724,Excellent,Low,Better,No,26-35
49,Research & Development,25,Master,Life Sciences,1,High,Female,High,Laboratory Technician,Low,3211,Excellent,Very High,Good,No,46-55
39,Research & Development,10,Doctor,Medical,1,Medium,Male,High,Manufacturing Director,Low,5377,Excellent,Very High,Better,No,36-45
27,Research & Development,19,Bachelor,Other,1,High,Male,Medium,Laboratory Technician,Low,4066,Excellent,Low,Better,No,26-35
35,Research & Development,18,Doctor,Life Sciences,1,Medium,Male,Very High,Research Scientist,Low,5208,Excellent,Very High,Better,No,36-45
28,Research & Development,27,Bachelor,Medical,1,Medium,Female,Low,Manufacturing Director,Low,4877,Outstanding,Medium,Good,No,26-35
21,Research & Development,5,Below College,Medical,1,High,Male,High,Research Scientist,Very High,3117,Excellent,High,Better,No,18-25
18,Sales,3,College,Medical,1,Medium,Female,High,Sales Representative,Very High,1569,Excellent,High,Best,Yes,18-25
47,Human Resources,26,Master,Life Sciences,1,High,Female,High,Manager,High,19658,Excellent,High,Better,No,46-55
39,Research & Development,3,College,Medical,1,High,Male,Medium,Laboratory Technician,High,3069,Excellent,Very High,Better,No,36-45
40,Research & Development,15,Bachelor,Life Sciences,1,Low,Female,Medium,Manufacturing Director,High,10435,Excellent,Very High,Better,No,36-45
35,Research & Development,8,Master,Life Sciences,1,High,Female,High,Healthcare Representative,High,4148,Excellent,Very High,Better,No,36-45
37,Research & Development,19,Bachelor,Life Sciences,1,High,Male,High,Manufacturing Director,High,5768,Excellent,Low,Good,No,36-45
39,Research & Development,4,Bachelor,Medical,1,Low,Female,High,Manufacturing Director,High,5042,Excellent,Very High,Bad,No,36-45
45,Research & Development,2,College,Other,1,High,Female,Medium,Manufacturing Director,Very High,5770,Excellent,Low,Better,No,46-55
38,Research & Development,2,College,Medical,1,High,Female,Medium,Manufacturing Director,High,7756,Excellent,Very High,Best,No,36-45
35,Sales,10,Bachelor,Medical,1,High,Male,Medium,Sales Executive,Low,10306,Excellent,High,Better,Yes,36-45
37,Research & Development,10,Bachelor,Medical,1,Medium,Female,High,Research Scientist,Medium,3936,Excellent,Low,Bad,No,36-45
40,Research & Development,16,Bachelor,Life Sciences,1,High,Female,High,Manufacturing Director,Very High,7945,Excellent,Very High,Good,No,36-45
44,Human Resources,1,Doctor,Human Resources,1,Low,Male,High,Human Resources,Very High,5743,Excellent,High,Better,No,36-45
48,Research & Development,4,Doctor,Medical,1,High,Male,Medium,Manager,Very High,15202,Outstanding,Medium,Better,No,46-55
35,Sales,15,College,Medical,1,Low,Male,Low,Sales Executive,Very High,5440,Excellent,Very High,Good,Yes,36-45
24,Research & Development,2,Below College,Technical Degree,1,Low,Female,High,Research Scientist,Very High,3760,Excellent,High,Better,No,18-25
27,Research & Development,8,Bachelor,Medical,1,Medium,Female,Very High,Research Scientist,High,3517,Excellent,Low,Better,No,26-35
27,Research & Development,2,Bachelor,Medical,1,High,Male,High,Research Scientist,Very High,2580,Excellent,High,Good,No,26-35
40,Research & Development,7,Bachelor,Life Sciences,1,Low,Male,High,Laboratory Technician,Low,2166,Excellent,Medium,Bad,Yes,36-45
29,Sales,10,Bachelor,Medical,1,High,Male,Medium,Sales Executive,High,5869,Excellent,High,Better,No,26-35
36,Research & Development,5,Master,Life Sciences,1,Medium,Female,High,Healthcare Representative,Low,8008,Excellent,High,Better,No,36-45
25,Research & Development,2,Below College,Life Sciences,1,High,Male,Very High,Manufacturing Director,High,5206,Excellent,High,Better,No,26-35
39,Research & Development,12,Bachelor,Medical,1,High,Male,High,Manufacturing Director,Medium,5295,Outstanding,High,Better,No,36-45
49,Research & Development,22,Master,Other,1,Low,Female,High,Research Director,Medium,16413,Excellent,Medium,Better,No,46-55
50,Research & Development,17,Doctor,Life Sciences,1,High,Female,Medium,Research Director,Low,13269,Excellent,High,Better,No,46-55
20,Sales,2,Bachelor,Medical,1,High,Female,High,Sales Representative,High,2783,Excellent,Low,Better,No,18-25
34,Research & Development,3,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,Medium,5433,Excellent,High,Better,No,26-35
36,Research & Development,7,Bachelor,Life Sciences,1,Low,Male,High,Laboratory Technician,Medium,2013,Excellent,High,Better,No,36-45
49,Research & Development,6,Below College,Life Sciences,1,High,Female,Medium,Healthcare Representative,High,13966,Excellent,Medium,Better,No,46-55
36,Research & Development,1,Master,Medical,1,High,Female,Medium,Manufacturing Director,High,4374,Excellent,High,Better,No,36-45
36,Research & Development,3,College,Life Sciences,1,High,Male,Very High,Healthcare Representative,Low,6842,Outstanding,Low,Better,No,36-45
54,Research & Development,22,Doctor,Medical,1,Medium,Female,High,Manager,High,17426,Outstanding,High,Better,No,46-55
43,Research & Development,15,College,Life Sciences,1,High,Male,Medium,Research Director,High,17603,Outstanding,Low,Better,No,36-45
35,Sales,12,Master,Other,1,High,Male,High,Sales Executive,Very High,4581,Outstanding,Low,Best,Yes,36-45
38,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,4735,Excellent,Very High,Best,No,36-45
29,Sales,5,Bachelor,Medical,1,Low,Male,Medium,Sales Executive,Medium,4187,Excellent,Medium,Good,No,26-35
33,Sales,2,Master,Medical,1,High,Male,High,Sales Executive,Very High,5505,Excellent,High,Better,No,26-35
32,Research & Development,2,Bachelor,Medical,1,High,Male,High,Research Scientist,Medium,5470,Excellent,High,Good,No,26-35
31,Sales,5,Master,Life Sciences,1,Low,Female,High,Sales Executive,Very High,5476,Excellent,Low,Better,No,26-35
49,Research & Development,16,Bachelor,Medical,1,High,Female,High,Laboratory Technician,Low,2587,Excellent,Medium,Good,No,46-55
38,Research & Development,2,Bachelor,Medical,1,High,Female,Medium,Laboratory Technician,Medium,2440,Outstanding,Medium,Better,No,36-45
47,Sales,2,Master,Life Sciences,1,Medium,Female,Very High,Manager,Medium,15972,Excellent,High,Better,No,46-55
49,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Manager,High,15379,Excellent,Low,Better,No,46-55
41,Sales,23,College,Life Sciences,1,High,Male,High,Sales Executive,High,7082,Excellent,Very High,Better,No,36-45
20,Sales,9,Below College,Life Sciences,1,High,Male,High,Sales Representative,Low,2728,Excellent,Low,Better,No,18-25
33,Sales,16,Bachelor,Life Sciences,1,High,Female,High,Sales Executive,Very High,5368,Outstanding,High,Better,No,26-35
36,Research & Development,26,Master,Life Sciences,1,Low,Male,High,Healthcare Representative,High,5347,Excellent,Medium,Good,No,36-45
44,Human Resources,1,Bachelor,Life Sciences,1,High,Female,High,Human Resources,Very High,3195,Excellent,Low,Better,No,36-45
23,Research & Development,8,Below College,Medical,1,High,Male,Medium,Laboratory Technician,High,3989,Excellent,Low,Better,Yes,18-25
38,Research & Development,4,College,Medical,1,High,Female,High,Laboratory Technician,High,3306,Excellent,Very High,Good,No,36-45
53,Research & Development,24,Master,Medical,1,Medium,Male,Very High,Healthcare Representative,Very High,7005,Excellent,High,Better,No,46-55
48,Sales,7,College,Medical,1,High,Female,High,Sales Representative,High,2655,Excellent,High,Better,Yes,46-55
32,Research & Development,2,Master,Life Sciences,1,High,Male,High,Laboratory Technician,Medium,1393,Excellent,Low,Better,Yes,26-35
26,Research & Development,7,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Very High,2570,Outstanding,High,Better,No,26-35
55,Research & Development,22,Bachelor,Technical Degree,1,Low,Male,Medium,Research Scientist,Medium,3537,Excellent,Very High,Better,No,56-65
34,Research & Development,5,College,Medical,1,Medium,Male,Medium,Laboratory Technician,Very High,3986,Excellent,High,Best,No,26-35
60,Research & Development,1,Master,Medical,1,High,Male,Low,Healthcare Representative,Very High,10883,Outstanding,High,Best,No,56-65
33,Research & Development,21,Bachelor,Medical,1,Medium,Male,Very High,Laboratory Technician,Medium,2028,Excellent,Very High,Better,No,26-35
37,Sales,1,Master,Medical,1,High,Male,Low,Sales Executive,Very High,9525,Excellent,High,Good,No,36-45
34,Research & Development,19,Bachelor,Life Sciences,1,Medium,Female,Medium,Research Scientist,Very High,2929,Excellent,Medium,Better,No,26-35
23,Sales,7,Bachelor,Life Sciences,1,High,Male,High,Sales Representative,Very High,2275,Outstanding,Medium,Better,Yes,18-25
44,Research & Development,2,Bachelor,Life Sciences,1,High,Female,Very High,Healthcare Representative,Very High,7879,Excellent,Medium,Better,No,36-45
35,Research & Development,2,Master,Medical,1,Low,Male,Medium,Research Scientist,Very High,4930,Excellent,High,Best,No,36-45
43,Sales,2,Bachelor,Medical,1,High,Male,High,Sales Executive,Very High,7847,Excellent,Low,Better,No,36-45
24,Research & Development,9,Bachelor,Medical,1,High,Male,Very High,Research Scientist,High,4401,Excellent,Very High,Better,No,18-25
41,Sales,6,Bachelor,Marketing,1,High,Male,High,Sales Executive,High,9241,Excellent,Medium,Better,No,36-45
29,Research & Development,9,Master,Medical,1,High,Female,High,Laboratory Technician,High,2974,Excellent,High,Better,No,26-35
36,Sales,2,Master,Life Sciences,1,High,Female,High,Sales Representative,Very High,4502,Excellent,High,Good,No,36-45
45,Research & Development,1,Below College,Life Sciences,1,High,Male,Medium,Healthcare Representative,High,10748,Outstanding,Very High,Good,No,46-55
24,Human Resources,22,Below College,Human Resources,1,High,Male,Low,Human Resources,High,1555,Excellent,High,Better,Yes,18-25
47,Sales,9,Bachelor,Life Sciences,1,High,Male,Low,Sales Executive,High,12936,Excellent,High,Bad,Yes,46-55
26,Research & Development,17,Master,Medical,1,High,Male,Low,Laboratory Technician,High,2305,Excellent,High,Best,No,26-35
45,Research & Development,28,College,Technical Degree,1,High,Female,Medium,Research Director,Medium,16704,Excellent,High,Better,No,46-55
32,Research & Development,10,Bachelor,Life Sciences,1,Low,Male,High,Research Scientist,High,3433,Excellent,Low,Good,No,26-35
31,Research & Development,2,Master,Life Sciences,1,Medium,Male,High,Laboratory Technician,High,3477,Excellent,Very High,Best,No,26-35
41,Human Resources,4,Bachelor,Human Resources,1,High,Male,Low,Human Resources,Medium,6430,Excellent,Medium,Better,No,36-45
40,Research & Development,8,College,Life Sciences,1,Medium,Female,High,Manufacturing Director,Low,6516,Excellent,Medium,Better,No,36-45
24,Research & Development,29,Below College,Medical,1,Medium,Male,High,Laboratory Technician,Low,3907,Excellent,Medium,Best,No,18-25
46,Research & Development,13,Master,Life Sciences,1,High,Male,High,Healthcare Representative,Medium,5562,Excellent,Very High,Better,No,46-55
35,Research & Development,27,Master,Life Sciences,1,High,Male,High,Manufacturing Director,High,6883,Excellent,Medium,Better,No,36-45
30,Research & Development,16,Below College,Life Sciences,1,Medium,Male,High,Research Scientist,Very High,2862,Excellent,Medium,Good,No,26-35
47,Sales,2,Master,Marketing,1,High,Male,High,Sales Executive,Medium,4978,Excellent,Very High,Bad,No,46-55
46,Sales,2,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Very High,10368,Excellent,Medium,Good,No,46-55
36,Sales,13,Doctor,Marketing,1,Medium,Male,Medium,Sales Executive,Low,6134,Excellent,Medium,Better,Yes,36-45
32,Sales,1,College,Life Sciences,1,Low,Male,Low,Sales Executive,Medium,6735,Excellent,Medium,Better,Yes,26-35
23,Research & Development,4,Below College,Medical,1,High,Female,High,Laboratory Technician,Medium,3295,Excellent,High,Bad,No,18-25
31,Research & Development,24,Below College,Technical Degree,1,High,Female,High,Manufacturing Director,Very High,5238,Outstanding,Very High,Good,No,26-35
39,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,Very High,6472,Excellent,Very High,Better,No,36-45
32,Sales,19,Bachelor,Life Sciences,1,High,Male,Low,Sales Executive,High,9610,Excellent,High,Bad,No,26-35
40,Sales,7,Master,Medical,1,Medium,Male,High,Manager,Medium,19833,Excellent,Medium,Good,No,36-45
45,Human Resources,4,Bachelor,Life Sciences,1,High,Female,Low,Human Resources,High,9756,Outstanding,High,Best,No,46-55
30,Research & Development,2,Master,Technical Degree,1,High,Female,Medium,Research Scientist,Low,4968,Excellent,Very High,Better,No,26-35
24,Human Resources,10,Bachelor,Medical,1,Low,Male,High,Human Resources,Very High,2145,Excellent,Very High,Better,No,18-25
30,Human Resources,8,Bachelor,Human Resources,1,High,Female,Medium,Human Resources,Very High,2180,Excellent,High,Good,Yes,26-35
31,Sales,5,Bachelor,Technical Degree,1,Low,Male,High,Sales Executive,High,8346,Excellent,High,Better,No,26-35
27,Research & Development,8,Bachelor,Medical,1,High,Female,High,Research Scientist,Very High,3445,Excellent,High,Good,No,26-35
29,Sales,9,Bachelor,Marketing,1,Medium,Female,Low,Sales Representative,Medium,2760,Excellent,High,Better,Yes,26-35
29,Research & Development,1,Bachelor,Life Sciences,1,High,Male,Very High,Healthcare Representative,High,6294,Excellent,Very High,Best,No,26-35
30,Sales,15,College,Marketing,1,High,Male,Medium,Sales Executive,Low,7140,Excellent,Low,Better,No,26-35
34,Research & Development,2,Master,Medical,1,High,Male,Very High,Research Scientist,Very High,2932,Excellent,Low,Better,No,26-35
33,Sales,2,Bachelor,Marketing,1,High,Female,High,Sales Executive,Medium,5147,Excellent,Very High,Good,No,26-35
49,Sales,11,Master,Marketing,1,High,Female,High,Sales Executive,Very High,4507,Excellent,High,Best,No,46-55
33,Sales,16,Bachelor,Life Sciences,1,Low,Female,High,Sales Executive,Low,8564,Outstanding,High,Good,Yes,26-35
38,Research & Development,2,College,Medical,1,High,Female,Medium,Laboratory Technician,Medium,2468,Excellent,Medium,Good,No,36-45
31,Sales,16,Master,Marketing,1,Low,Male,High,Sales Executive,High,8161,Excellent,Low,Better,Yes,26-35
29,Research & Development,4,Bachelor,Technical Degree,1,High,Female,Medium,Research Scientist,Low,2109,Excellent,High,Better,No,26-35
30,Research & Development,16,Bachelor,Life Sciences,1,High,Male,Very High,Healthcare Representative,High,5294,Excellent,High,Better,No,26-35
32,Research & Development,5,Master,Technical Degree,1,Medium,Male,High,Research Scientist,Medium,2718,Excellent,Medium,Better,No,26-35
38,Research & Development,18,Bachelor,Medical,1,Medium,Male,Low,Healthcare Representative,Very High,5811,Excellent,High,Better,No,36-45
43,Research & Development,17,Bachelor,Technical Degree,1,High,Male,Medium,Research Scientist,High,2437,Excellent,Very High,Better,Yes,36-45
42,Research & Development,12,Bachelor,Medical,1,Medium,Male,High,Laboratory Technician,Medium,2766,Outstanding,Medium,Good,No,36-45
55,Research & Development,2,Bachelor,Medical,1,High,Male,Medium,Research Director,Low,19038,Excellent,Medium,Better,No,56-65
33,Research & Development,4,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Medium,3055,Excellent,Very High,Good,No,26-35
41,Research & Development,9,Master,Life Sciences,1,High,Male,High,Laboratory Technician,Low,2289,Outstanding,Medium,Better,No,36-45
34,Sales,10,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,High,4001,Excellent,High,Better,No,26-35
53,Research & Development,1,Master,Medical,1,Low,Female,Medium,Manufacturing Director,High,12965,Outstanding,Very High,Good,No,46-55
43,Human Resources,2,Bachelor,Life Sciences,1,Medium,Male,High,Human Resources,Very High,3539,Excellent,Medium,Better,No,36-45
34,Sales,3,College,Life Sciences,1,High,Female,Low,Sales Executive,Very High,6029,Excellent,Low,Better,No,26-35
21,Sales,7,Below College,Marketing,1,Medium,Male,High,Sales Representative,Medium,2679,Excellent,Medium,Better,Yes,18-25
38,Research & Development,6,College,Other,1,High,Female,Medium,Laboratory Technician,High,3702,Excellent,Medium,Better,No,36-45
22,Research & Development,8,Below College,Medical,1,High,Female,High,Laboratory Technician,Low,2398,Excellent,High,Better,Yes,18-25
31,Sales,29,Master,Marketing,1,Low,Female,Medium,Sales Executive,Very High,5468,Excellent,Low,Better,No,26-35
51,Research & Development,3,Bachelor,Technical Degree,1,Low,Female,High,Manager,High,13116,Excellent,Very High,Better,No,46-55
37,Sales,9,College,Marketing,1,Medium,Male,Medium,Sales Executive,Medium,4189,Excellent,Low,Better,No,36-45
46,Research & Development,2,Master,Medical,1,High,Male,High,Research Director,Very High,19328,Excellent,High,Better,No,46-55
36,Research & Development,10,Bachelor,Life Sciences,1,High,Male,High,Healthcare Representative,Low,8321,Excellent,Very High,Better,No,36-45
44,Research & Development,1,College,Medical,1,High,Male,High,Research Scientist,Medium,2342,Excellent,High,Good,Yes,36-45
37,Human Resources,8,College,Other,1,High,Male,High,Human Resources,Medium,4071,Excellent,High,Good,No,36-45
35,Sales,27,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Very High,5813,Excellent,Very High,Better,Yes,36-45
33,Research & Development,8,Master,Life Sciences,1,High,Male,Very High,Research Scientist,Low,3143,Excellent,Medium,Better,No,26-35
28,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,2044,Excellent,High,Best,No,26-35
39,Research & Development,10,Below College,Medical,1,High,Male,High,Research Director,High,13464,Outstanding,High,Better,No,36-45
46,Sales,26,College,Life Sciences,1,Medium,Male,Medium,Sales Executive,Medium,7991,Excellent,High,Better,No,46-55
40,Research & Development,2,College,Life Sciences,1,High,Female,High,Laboratory Technician,Low,3377,Excellent,Very High,Good,No,36-45
42,Research & Development,13,Bachelor,Medical,1,Medium,Male,Very High,Healthcare Representative,Low,5538,Excellent,High,Good,No,36-45
35,Research & Development,2,College,Medical,1,Medium,Male,High,Manufacturing Director,Very High,5762,Excellent,High,Better,No,36-45
38,Human Resources,2,Bachelor,Human Resources,1,Low,Male,High,Human Resources,Medium,2592,Excellent,Very High,Better,No,36-45
34,Research & Development,9,Master,Life Sciences,1,High,Male,High,Laboratory Technician,Low,5346,Excellent,High,Good,Yes,26-35
37,Research & Development,10,Master,Medical,1,High,Male,High,Manufacturing Director,Low,4213,Excellent,Medium,Bad,Yes,36-45
39,Sales,20,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Very High,4127,Excellent,Very High,Better,No,36-45
43,Research & Development,9,Bachelor,Life Sciences,1,Low,Male,High,Research Scientist,High,2438,Excellent,High,Good,No,36-45
41,Research & Development,5,Bachelor,Life Sciences,1,Medium,Male,Very High,Healthcare Representative,Medium,6870,Excellent,Low,Bad,No,36-45
41,Sales,4,Below College,Marketing,1,High,Female,High,Sales Executive,High,10447,Excellent,Very High,Best,No,36-45
30,Research & Development,10,Bachelor,Medical,1,Low,Female,High,Manufacturing Director,High,9667,Excellent,Medium,Better,No,26-35
26,Human Resources,20,College,Medical,1,High,Female,High,Human Resources,Medium,2148,Excellent,High,Better,Yes,26-35
46,Research & Development,21,College,Medical,1,High,Female,High,Healthcare Representative,Medium,8926,Outstanding,Very High,Best,Yes,46-55
40,Research & Development,1,Bachelor,Life Sciences,1,High,Female,High,Healthcare Representative,Very High,6513,Excellent,Very High,Better,No,36-45
34,Sales,8,College,Technical Degree,1,Medium,Male,Very High,Sales Executive,High,6799,Outstanding,High,Better,No,26-35
58,Sales,2,Bachelor,Medical,1,Medium,Male,High,Manager,Medium,16291,Outstanding,Very High,Good,No,56-65
35,Research & Development,23,Master,Medical,1,Medium,Male,Low,Laboratory Technician,High,2705,Excellent,Medium,Best,No,36-45
47,Research & Development,4,Bachelor,Life Sciences,1,High,Female,Medium,Manufacturing Director,Medium,10333,Excellent,High,Better,No,46-55
40,Research & Development,12,Bachelor,Life Sciences,1,Medium,Female,High,Healthcare Representative,Low,4448,Excellent,Medium,Better,No,36-45
54,Research & Development,7,Master,Medical,1,High,Female,High,Research Scientist,Very High,6854,Excellent,Medium,Good,No,46-55
31,Sales,7,Master,Marketing,1,Low,Female,High,Sales Executive,Low,9637,Excellent,Very High,Better,No,26-35
28,Research & Development,1,Bachelor,Medical,1,High,Female,High,Research Scientist,Low,3591,Outstanding,High,Better,No,26-35
38,Sales,2,Master,Marketing,1,Medium,Female,Low,Sales Representative,Very High,5405,Outstanding,Low,Good,No,36-45
26,Sales,10,Bachelor,Medical,1,High,Male,High,Sales Executive,Very High,4684,Excellent,Low,Better,No,26-35
58,Research & Development,15,Master,Life Sciences,1,Low,Male,High,Research Director,High,15787,Excellent,Medium,Better,No,56-65
18,Research & Development,14,Bachelor,Medical,1,Medium,Female,High,Research Scientist,High,1514,Excellent,High,Bad,No,18-25
31,Human Resources,18,Doctor,Human Resources,1,High,Male,Very High,Human Resources,Low,2956,Excellent,High,Better,Yes,26-35
29,Human Resources,13,Bachelor,Human Resources,1,Low,Male,Medium,Human Resources,Low,2335,Excellent,Very High,Better,Yes,26-35
45,Sales,2,Master,Life Sciences,1,High,Female,High,Sales Executive,High,5154,Outstanding,Medium,Best,No,46-55
36,Research & Development,2,Master,Other,1,High,Female,High,Research Scientist,Medium,6962,Outstanding,Very High,Better,No,36-45
43,Sales,2,Master,Life Sciences,1,Low,Male,High,Sales Executive,Very High,5675,Outstanding,High,Better,No,36-45
27,Research & Development,5,College,Life Sciences,1,High,Female,High,Laboratory Technician,Very High,2379,Excellent,High,Good,No,26-35
29,Research & Development,20,Below College,Medical,1,High,Male,High,Laboratory Technician,Very High,3812,Excellent,Medium,Best,No,26-35
32,Sales,10,Master,Marketing,1,High,Male,High,Sales Executive,Very High,4648,Excellent,High,Best,No,26-35
42,Research & Development,10,Master,Technical Degree,1,High,Male,High,Research Scientist,High,2936,Outstanding,Medium,Good,No,36-45
47,Research & Development,9,Master,Life Sciences,1,Medium,Female,High,Laboratory Technician,High,2105,Excellent,High,Better,No,46-55
46,Research & Development,2,College,Life Sciences,1,High,Male,High,Manufacturing Director,Very High,8578,Excellent,High,Good,No,46-55
28,Human Resources,1,College,Life Sciences,1,High,Male,High,Human Resources,Very High,2706,Excellent,Medium,Better,No,26-35
29,Research & Development,29,Below College,Life Sciences,1,High,Male,Low,Healthcare Representative,High,6384,Excellent,Very High,Better,No,26-35
42,Research & Development,8,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,High,3968,Excellent,Very High,Better,No,36-45
32,Sales,2,Master,Marketing,1,High,Male,Medium,Sales Executive,Medium,9907,Excellent,High,Good,Yes,26-35
46,Sales,3,Bachelor,Technical Degree,1,Low,Female,Very High,Sales Executive,Low,13225,Excellent,Very High,Better,No,46-55
27,Sales,23,Below College,Medical,1,Medium,Female,Medium,Sales Representative,High,3540,Outstanding,Very High,Better,No,26-35
29,Human Resources,6,Below College,Medical,1,High,Male,Medium,Human Resources,Medium,2804,Excellent,Very High,Better,No,26-35
43,Research & Development,6,Bachelor,Medical,1,Low,Female,Medium,Manager,High,19392,Excellent,Very High,Better,No,36-45
